,box_coord,obj_contour
693,[[ 27 122  51 347]],"[[151.54485887 100.64768145   3.64364919   3.34425403  19.21219758
    6.93699597  23.703125    59.63054435  69.51058468 128.49143145
  214.11844758 258.42893145 271.30292339 284.77570565 294.35635081
  297.05090726 297.05090726 290.76360887 258.72832661 258.72832661
  250.94405242 250.94405242 210.52570565 203.63961694 168.61038306
  165.61643145 161.42489919 163.22127016 149.14969758 149.44909274
  149.44909274]
 [ 80.53528226  80.2358871   59.87701613  50.59576613  48.79939516
    1.79435484   1.79435484  43.1108871   47.90120968  49.09879032
   49.39818548  50.89516129  52.3921371   59.87701613  64.96673387
   70.65524194  74.84677419  79.63709677  82.63104839  94.60685484
   94.60685484  81.7328629   81.13407258  91.91229839  87.12197581
   79.93649194  79.93649194  93.70866935  94.00806452  80.2358871
   79.93649194]]"
694,[[ 24 115  54 346]],"[[136.80997984  95.75453629  48.20110887   2.12449597  17.18800403
    1.82913306  14.82510081  53.22227823  67.10433468 136.51461694
  206.515625   239.89163306 261.1577621  279.765625   287.14969758
  292.17086694 291.87550403 284.49143145 272.67691532 263.22530242
  263.22530242 254.36441532 254.06905242 209.76461694 209.17389113
  186.72631048 160.734375   161.0297379  137.69606855 137.40070565
  135.92389113 135.92389113]
 [ 80.17137097  78.69455645  67.47076613  48.56754032  48.56754032
    2.78629032   2.78629032  41.47883065  49.45362903  51.22580645
   53.88407258  54.17943548  55.06552419  59.79133065  65.1078629
   68.65221774  73.6733871   78.10383065  81.64818548  81.64818548
   90.21370968  90.21370968  82.23891129  81.35282258  89.91834677
   90.21370968  83.125       90.50907258  90.80443548  79.87600806
   79.87600806  79.87600806]]"
695,[[ 27 118  58 347]],"[[132.19858871 101.7953629   77.82358871  21.98689516  21.98689516
   24.32560484   0.93850806  11.1703629   29.00302419  16.14012097
   31.04939516  67.00705645  77.53125    102.96471774  86.59375
   87.76310484  49.46673387  45.95866935  56.19052419  59.40625
  144.76915323 188.61995968 221.36189516 241.53326613 257.02721774
  273.39818548 280.70665323 286.26108871 289.18447581 286.84576613
  268.13608871 260.24294355 259.36592742 253.22681452 252.34979839
  220.77721774 221.06955645 198.55947581 184.81955645 185.69657258
  179.26512097 171.95665323 168.74092742 168.74092742 171.95665323
  171.37197581 159.09375    152.66229839 153.24697581 158.80141129
  158.80141129 151.78528226 141.26108871 132.78326613 135.70665323
  131.02923387 131.02923387]
 [ 69.30241935  70.7641129   67.25604839  57.02419355  52.93145161
   50.30040323  40.06854839  39.48387097  45.03830645   7.03427419
    6.44959677  41.23790323  46.20766129  42.69959677  33.34475806
   30.71370968  11.71169355   4.40322581   4.40322581   9.37298387
   37.72983871  34.22177419  30.42137097  29.83669355  29.54435484
   32.46774194  36.85282258  39.19153226  43.5766129   45.91532258
   54.39314516  56.73185484  69.01008065  69.01008065  59.07056452
   62.28629032  78.36491935  78.94959677  73.97983871  70.7641129
   70.7641129   71.05645161  72.81048387  76.90322581  79.53427419
   84.21169355  90.05846774  85.96572581  80.99596774  80.41129032
   73.39516129  70.47177419  77.78024194  75.44153226  69.30241935
   69.01008065  69.01008065]]"
696,[[ 31 116  56 352]],"[[133.28175403  99.15070565  24.30191532  24.00252016  28.19405242
    1.2484879    9.63155242  38.97227823  25.79889113  40.46925403
   71.60635081 104.83921371  77.29485887  78.49243952  50.94808468
   62.32510081 150.34727823 191.06502016 239.26764113 253.63860887
  267.11139113 284.77570565 291.36239919 295.55393145 293.45816532
  276.09324597 276.09324597 271.90171371 271.90171371 263.21925403
  262.91985887 220.70514113 223.9984879  197.35231855 185.97530242
  174.59828629 169.80796371 173.40070565 172.50252016 156.63457661
  151.84425403 156.63457661 160.22731855 137.77268145 132.68296371
  132.68296371 132.68296371]
 [ 66.40372984  67.60131048  55.02671371  50.23639113  49.03881048
   39.15877016  34.66784274  43.64969758   2.93195565   2.93195565
   39.75756048  36.46421371  19.99747984  17.60231855   2.93195565
    2.63256048  35.56602823  31.97328629  29.87752016  28.67993952
   29.87752016  34.9672379   40.05695565  44.84727823  48.73941532
   56.22429435  59.81703629  60.11643145  71.19405242  71.79284274
   58.61945565  61.3140121   75.38558468  77.78074597  68.20010081
   69.99647177  72.0922379   78.37953629  80.77469758  85.56502016
   81.97227823  78.97832661  72.69102823  74.48739919  71.79284274
   66.703125    66.703125  ]]"
697,[[ 30 127  50 349]],"[[169.09879032 157.00201613 157.00201613 142.78830645 142.78830645
  100.75201613  19.40120968  19.40120968  24.54233871   1.8608871
   12.74798387  36.03427419  26.96169355  44.19959677  76.8608871
  113.45362903  88.05040323  90.46975806  69.30040323  65.67137097
   73.53427419  84.72379032 144.60282258 205.69153226 228.07056452
  256.80040323 268.29233871 288.55443548 296.41733871 298.23185484
  295.20766129 281.29637097 261.6391129  263.45362903 255.59072581
  252.56653226 226.8608871  235.63104839 236.2358871  231.39717742
  208.41330645 183.61491935 183.91733871 176.65927419 169.40120968
  175.14717742 177.56653226 176.65927419 167.8891129  167.8891129 ]
 [ 73.39112903  73.99596774  82.16129032  81.85887097  73.69354839
   75.81048387  60.08467742  56.45564516  53.12903226  40.42741935
   40.125       48.89516129   2.92741935   1.11290323  42.54435484
   41.63709677  28.33064516  25.00403226  18.0483871    9.88306452
   11.39516129  13.20967742  37.10080645  33.47177419  31.05241935
   29.23790323  29.84274194  38.91532258  44.05645161  49.5
   54.64112903  60.38709677  63.71370968  80.9516129   81.85887097
   63.71370968  65.22580645  70.97177419  86.69758065  87.90725806
   88.20967742  82.16129032  96.07258065  97.28225806  91.83870968
   85.18548387  84.27822581  75.50806452  72.78629032  72.78629032]]"
698,[[ 28 116  49 346]],"[[129.82358871  81.45866935  51.11794355  39.10181452  37.59979839
   17.47278226  17.17237903  24.68245968   0.95060484  10.86391129
   31.59173387  21.07762097  34.59576613  70.94455645  73.64818548
  108.49495968  90.47076613  91.07157258  74.54939516  84.46270161
  149.34979839 205.82560484 243.37600806 260.79939516 270.11189516
  282.42842742 289.63810484 294.14415323 297.14818548 297.14818548
  295.0453629  284.83165323 269.51108871 269.51108871 264.7046371
  264.40423387 255.3921371  255.3921371  257.19455645 256.59375
  201.9203629  196.81350806 211.2328629  210.33165323 191.70665323
  168.57560484 164.97076613 165.57157258 155.3578629  149.95060484
  153.25504032 155.3578629  154.45665323 134.93044355 130.72479839
  131.32560484 129.52318548 129.52318548]
 [ 65.57762097  66.77923387  62.87399194  62.87399194  59.86995968
   53.86189516  51.75907258  49.05544355  33.13407258  31.63205645
   40.94455645   1.8921371    0.69052419  38.84173387  40.04334677
   39.1421371   24.12197581  18.71471774   6.69858871   6.09778226
   36.73891129  34.63608871  32.2328629   31.63205645  32.53326613
   36.43850806  43.04737903  45.75100806  48.75504032  52.35987903
   54.76310484  57.7671371   57.7671371   61.07157258  61.07157258
   75.19052419  75.19052419  68.58165323  67.98084677  58.96875
   59.86995968  62.27318548  67.98084677  81.19858871  83.30141129
   79.99697581  79.09576613  85.7046371   87.80745968  83.00100806
   80.29737903  78.7953629   72.18649194  74.28931452  70.38407258
   66.47883065  66.17842742  66.17842742]]"
699,[[ 26 120  49 348]],"[[141.88104839 100.14717742  61.4375      31.80040323  29.38104839
   29.38104839   1.25604839   6.69959677  33.61491935  25.44959677
   36.6391129   70.20766129  94.09879032 111.33669355 105.89314516
  108.61491935  75.65120968  88.95766129 142.18346774 171.21572581
  204.78427419 228.67540323 249.23991935 262.84879032 270.40927419
  287.04233871 297.62701613 298.23185484 280.69153226 280.69153226
  272.22379032 270.40927419 270.40927419 264.3608871  263.75604839
  216.27620968 214.46169355 187.84879032 176.35685484 178.47379032
  172.72782258 166.98185484 169.70362903 167.58669355 160.32862903
  158.21169355 158.81653226 157.00201613 149.1391129  140.97379032
  140.97379032]
 [ 79.4516129   79.14919355  73.70564516  65.54032258  61.60887097
   57.97983871  41.34677419  40.43951613  50.11693548   4.4516129
    3.24193548  42.85887097  48.60483871  49.51209677  45.58064516
   43.16129032  23.2016129   23.50403226  48.30241935  45.88306452
   44.6733871   44.37096774  44.06854839  44.37096774  45.58064516
   53.14112903  57.97983871  62.81854839  71.58870968  76.72983871
   76.72983871  76.72983871  85.19758065  84.89516129  74.61290323
   75.52016129  90.33870968  90.94354839  87.01209677  82.47580645
   82.1733871   85.5         92.45564516  94.57258065  94.57258065
   91.24596774  87.61693548  83.68548387  85.5         80.05645161
   79.75403226]]"
700,[[ 27 122  51 348]],"[[134.63004032  98.88205645  25.88407258  23.78125     28.58770161
    1.55141129  12.06552419  36.39818548  17.77318548  31.29133065
   78.15423387  81.45866935 100.38407258  78.75504032  82.05947581
   54.72278226  67.94052419 142.74092742 181.49294355 203.72278226
  221.44657258 245.47883065 259.59778226 272.81552419 288.43649194
  294.74495968 297.14818548 295.64616935 283.63004032 274.61794355
  274.31754032 271.91431452 272.81552419 265.00504032 263.50302419
  222.04737903 222.34778226 198.91633065 198.61592742 183.2953629
  183.2953629  168.57560484 168.57560484 172.18044355 172.48084677
  168.57560484 163.76915323 159.86391129 155.05745968 156.25907258
  163.16834677 162.86794355 157.76108871 150.55141129 145.74495968
  141.23891129 133.72883065 133.72883065]
 [ 75.2358871   77.03830645  66.52419355  61.71774194  58.41330645
   43.39314516  42.49193548  51.20362903   3.73991935   1.63709677
   44.59475806  46.39717742  44.59475806  31.37701613  29.27419355
   16.35685484  15.15524194  39.48790323  36.78427419  35.28225806
   34.98185484  31.0766129   30.47580645  31.67741935  38.28629032
   43.39314516  47.2983871   50.60282258  57.8125      59.31451613
   65.9233871   66.52419355  76.4375      76.4375      63.82056452
   67.72580645  85.44959677  85.44959677  82.74596774  82.74596774
   77.33870968  81.54435484  85.44959677  86.65120968  92.35887097
   94.76209677  91.75806452  92.95967742  88.45362903  85.14919355
   85.14919355  81.84475806  79.74193548  82.14516129  79.44153226
   80.64314516  74.33467742  74.33467742]]"
701,[[ 39 129  67 358]],"[[132.22379032  83.65524194  35.67540323  29.19959677  33.90927419
   22.13508065  15.07056452   1.53024194  13.01008065  29.49395161
   42.73991935  46.8608871   66.58266129  73.35282258  78.35685484
   68.9375      65.40524194  69.23185484  78.35685484  84.83266129
  106.02620968 107.79233871 165.4858871  197.86491935 222.59072581
  236.42540323 249.37701613 267.92137097 282.34475806 290.88104839
  290.88104839 285.58266129 271.15927419 270.86491935 263.50604839
  262.62298387 187.26814516 180.20362903 174.31653226 151.94556452
  146.05846774 146.05846774 132.22379032 132.22379032]
 [ 74.55241935  67.78225806  55.125       44.52822581  43.64516129
   19.50806452  10.08870968   3.61290323   2.72983871   9.5
    9.20564516  11.85483871  35.40322581  35.99193548  32.16532258
   27.75        11.85483871  11.85483871  25.39516129  26.57258065
   36.58064516  38.05241935  38.34677419  38.34677419  37.16935484
   37.46370968  38.64112903  46.29435484  54.83064516  62.48387097
   65.13306452  68.37096774  71.31451613  85.73790323  85.73790323
   71.31451613  71.31451613  76.31854839  89.85887097  89.27016129
   84.85483871  81.91129032  75.14112903  75.14112903]]"
702,[[ 37 134  59 354]],"[[ 39.14112903  39.14112903  27.80241935  20.93951613  20.93951613
    0.35080645  13.18145161  46.30241935  58.83467742  78.52822581
   88.375      122.09274194  94.34274194  97.3266129   85.09274194
   96.72983871 144.1733871  169.53629032 193.40725806 208.9233871
  222.35080645 236.6733871  250.69758065 263.52822581 275.76209677
  280.23790323 293.36693548 295.45564516 292.77016129 282.9233871
  277.25403226 277.25403226 270.09274194 269.79435484 232.79435484
  232.19758065 225.63306452 215.18951613 198.47983871 187.43951613
  186.84274194 179.68145161 179.68145161 178.78629032 171.02822581
  166.55241935 167.44758065 170.43145161 170.43145161 162.0766129
  162.0766129  154.31854839 144.47177419 103.89112903  75.54435484
   43.31854839  38.84274194  38.84274194]
 [ 64.71774194  54.57258065  19.95967742  18.46774194  12.5
    2.35483871   0.56451613   9.51612903   9.81451613  38.75806452
   44.72580645  44.42741935  30.10483871  25.03225806  19.66129032
   18.76612903  31.59677419  36.96774194  39.65322581  40.5483871
   40.5483871   39.05645161  39.35483871  41.14516129  48.90322581
   52.78225806  59.94354839  62.92741935  67.40322581  71.28225806
   72.47580645  85.00806452  84.70967742  74.56451613  76.65322581
   82.91935484  86.2016129   86.7983871   79.04032258  81.42741935
   87.39516129  87.69354839  95.75        98.13709677  96.34677419
   91.87096774  87.09677419  85.60483871  80.53225806  80.23387097
   82.32258065  86.2016129   81.42741935  80.83064516  74.26612903
   67.10483871  64.71774194  64.71774194]]"
703,[[ 29 135  53 349]],"[[138.37147177 106.63558468  82.08518145  49.15171371  32.984375
   29.39163306  29.39163306   0.94909274  14.421875    35.37953629
   24.30191532  40.16985887  67.71421371  83.2827621  122.50352823
  168.61038306 167.71219758 171.30493952 173.40070565 219.80695565
  237.47127016 259.92590726 275.79385081 286.87147177 294.95514113
  294.95514113 289.56602823 275.79385081 274.296875   274.296875
  262.02167339 262.02167339 254.83618952 253.33921371 207.53175403
  208.13054435 200.34627016 171.60433468 170.40675403 165.91582661
  159.92792339 156.93397177 140.4672379  143.46118952 138.67086694
  138.67086694]
 [ 87.53225806  87.83165323  84.23891129  78.25100806  73.76008065
   70.46673387  64.17943548  48.6108871   46.51512097  54.
    2.80342742   1.90524194  34.83870968  34.53931452  49.50907258
   45.91633065  42.02419355  42.02419355  45.91633065  44.11995968
   41.72479839  42.02419355  47.71270161  54.29939516  58.49092742
   62.38306452  67.47278226  74.05947581  74.35887097  79.14919355
   82.14314516  91.125       91.125       79.44858871  82.44254032
   92.62197581  97.71169355 100.10685484 104.89717742 105.7953629
  104.59778226 100.10685484  98.01108871  94.71774194  88.13104839
   88.13104839]]"
704,[[ 27 112  52 350]],"[[ 30.1890121   15.41985887  31.69606855  70.27671371  73.89364919
  104.9390121   92.2797379   95.5952621   77.20917339  89.265625
  139.29989919 144.12247984 204.70614919 232.13457661 246.90372984
  264.38558468 279.1547379  289.10131048 296.03377016 297.23941532
  294.828125   284.58014113 269.20816532 268.90675403 263.17993952
  263.17993952 255.34324597 255.04183468 204.70614919 211.33719758
  211.03578629 206.51461694 185.41582661 174.56502016 174.26360887
  165.52268145 161.30292339 166.72832661 166.42691532 154.97328629
  149.24647177 150.45211694 156.17893145 156.17893145 151.95917339
  148.64364919 137.49143145 134.17590726 134.47731855 141.40977823
  141.40977823 106.44606855  79.01764113  42.24546371  17.83114919
   17.22832661  22.35231855   1.55493952  13.00856855  29.58618952
   30.1890121   30.1890121 ]
 [ 42.89717742   1.60383065   1.00100806  38.97883065  39.88306452
   38.07459677  29.63508065  25.41532258  13.66028226  13.35887097
   34.15625     34.15625     31.44354839  29.93649194  28.42943548
   27.52520161  30.84072581  37.47177419  41.08870968  45.30846774
   48.62399194  52.84375     54.04939516  62.79032258  62.79032258
   70.62701613  70.92842742  54.95362903  57.96774194  60.68044355
   69.42137097  74.84677419  75.75100806  75.14818548  67.31149194
   67.31149194  74.24395161  77.25806452  82.68346774  85.39616935
   80.875       75.44959677  75.44959677  70.92842742  66.70866935
   71.83266129  73.64112903  70.62701613  66.40725806  66.40725806
   63.69455645  65.2016129   64.90020161  60.68044355  54.95362903
   51.93951613  48.62399194  38.37600806  36.86895161  42.89717742
   43.19858871  43.19858871]]"
705,[[ 34 131  60 349]],"[[141.84576613 110.27318548  72.26915323  32.51108871  30.17237903
   14.97076613   1.23084677  12.33971774  36.89616935  47.12802419
   55.02116935  62.91431452  69.34576613  80.16229839  93.60987903
  119.62802419 114.36592742 111.15020161 108.51915323 110.8578629
  107.6421371  111.15020161 105.01108871 114.65826613 151.49294355
  174.58770161 181.60383065 207.91431452 220.19254032 240.07157258
  250.59576613 259.95060484 269.01310484 279.53729839 289.76915323
  289.47681452 280.70665323 269.59778226 270.18245968 264.04334677
  262.87399194 209.96068548 208.49899194 195.05141129 185.40423387
  172.83366935 172.24899194 166.98689516 166.98689516 156.46270161
  156.46270161 153.53931452 153.53931452 146.81552419 141.84576613
  141.84576613]
 [ 81.36491935  81.07258065  73.7641129   62.94758065  54.76209677
   11.78830645   3.01814516   1.84879032   9.74193548   9.74193548
   19.68145161  33.42137097  39.56048387  44.23790323  46.86895161
   46.5766129   41.60685484  43.94556452  41.89919355  39.56048387
   35.76008065  32.54435484  28.15927419  27.28225806  39.26814516
   44.82258065  45.99193548  46.86895161  46.86895161  47.74596774
   48.03830645  52.4233871   58.5625      64.7016129   70.84072581
   73.7641129   77.27217742  79.6108871   90.13508065  90.42741935
   80.78024194  81.36491935  87.21169355  86.62701613  81.36491935
   81.07258065  88.6733871   87.79637097  97.44354839  96.56653226
   81.65725806  81.65725806  86.91935484  86.62701613  81.94959677
   81.65725806]]"
706,[[ 33 136  60 357]],"[[145.44455645 116.00504032  78.75504032  36.09778226  35.49697581
   35.49697581  21.37802419   1.85181452  12.36592742  44.80947581
   54.72278226  73.64818548  84.46270161 129.22278226 103.08770161
  108.49495968  99.4828629  108.19455645 152.35383065 166.17237903
  175.18447581 185.99899194 191.10584677 192.90826613 225.95262097
  248.18245968 261.40020161 275.51915323 282.72883065 293.84375
  296.24697581 295.94657258 285.43245968 277.32157258 277.32157258
  270.11189516 269.51108871 223.24899194 223.54939516 218.1421371
  208.22883065 190.80544355 186.59979839 181.79334677 181.79334677
  174.88407258 174.58366935 174.28326613 169.77721774 163.76915323
  165.57157258 165.57157258 160.16431452 158.96270161 153.55544355
  145.44455645 145.44455645]
 [ 84.64314516  85.24395161  78.93548387  69.02217742  57.30645161
   57.30645161  16.15120968   3.23387097   2.33266129  13.44758065
   14.34879032  42.58669355  49.19556452  48.29435484  30.87096774
   26.06451613  18.55443548  17.35282258  35.37701613  37.78024194
   42.88709677  44.68951613  45.89112903  46.49193548  46.79233871
   45.89112903  47.69354839  55.80443548  60.01008065  65.71774194
   68.72177419  71.42540323  76.83266129  78.33467742  90.35080645
   90.05040323  80.13709677  81.93951613  90.05040323  93.65524194
   93.65524194  92.75403226  86.14516129  86.14516129  92.45362903
   92.75403226 100.56451613 102.06653226 101.76612903  96.65927419
   90.9516129   84.04233871  83.44153226  84.94354839  89.14919355
   84.64314516  84.64314516]]"
707,[[ 30 125  52 352]],"[[145.69002016 136.890625   120.20211694 120.20211694 105.33417339
   51.93094758  47.68296371  47.68296371  51.02066532  45.25554435
   41.61441532  41.61441532  32.20816532  30.99445565   1.86542339
   15.82308468  50.7172379   72.86743952  87.73538306  90.76965726
   90.76965726  71.35030242  92.89364919 110.49243952 150.54485887
  177.24647177 221.546875   245.51764113 266.15070565 279.5015121
  286.78377016 297.70715726 298.92086694 298.3140121  288.9077621
  286.17691532 271.91582661 270.0952621  270.0952621  261.90272177
  261.59929435 196.36239919 169.35735887 169.35735887 146.296875
  145.69002016 145.69002016]
 [ 79.75302419  79.75302419  72.77419355  67.91935484  67.91935484
   56.3891129   53.65826613  50.32056452  47.89314516  26.04637097
   26.04637097  19.67439516  18.46068548  11.48185484   3.59274194
    2.68245968  10.26814516  10.875       11.48185484  12.3921371
   15.12298387  15.72983871  40.30745968  44.25201613  42.73487903
   41.82459677  40.30745968  39.70060484  39.09375     42.43145161
   44.85887097  50.32056452  54.26512097  58.51310484  60.03024194
   63.67137097  63.97479839  63.97479839  80.66330645  80.35987903
   64.27822581  66.40221774  87.33870968  94.0141129   94.0141129
   80.05645161  80.05645161]]"
708,[[ 30 118  51 345]],"[[117.22127016  86.29385081  52.69002016  43.17389113  28.00756048
   29.79183468  22.35735887  11.65171371  11.94909274   3.32510081
   20.27570565   9.57006048  23.84425403  52.0952621   70.23538306
   52.98739919  68.7484879  125.8452621  152.31199597 185.91582661
  222.49344758 246.87852823 263.234375   284.05090726 289.10635081
  293.86441532 294.45917339 293.26965726 283.75352823 268.88457661
  254.31300403 253.42086694 251.63659274 251.33921371 245.39163306
  244.796875   175.80493952 185.61844758 185.61844758 180.56300403
  163.31502016 154.98840726 146.66179435 146.36441532 150.52772177
  151.12247984 150.23034274 136.84828629 132.68497984 132.68497984
  140.11945565 139.82207661 125.54788306 110.08417339 103.83921371
  116.03175403 118.70816532 116.6265121  116.6265121 ]
 [ 69.38508065  70.57459677  66.41129032  69.97983871  69.97983871
   61.35584677  61.35584677  53.3266129   47.67641129  41.72883065
   40.24193548   3.66431452   0.69052419  25.96774194  25.6703629
   15.55947581  15.55947581  33.99697581  32.80745968  29.23891129
   25.37298387  24.18346774  24.18346774  29.53629032  31.61794355
   35.18649194  41.13407258  43.21572581  47.67641129  51.54233871
   54.81350806  57.78729839  57.78729839  67.89818548  68.79032258
   56.00302419  62.5453629   67.60080645  79.19858871  81.57762097
   81.57762097  74.44052419  73.5483871   77.71169355  79.79334677
   85.44354839  87.52520161  87.52520161  84.84879032  79.19858871
   78.90120968  75.92741935  79.79334677  78.90120968  77.11693548
   74.44052419  69.68245968  69.38508065  69.38508065]]"
709,[[ 36 142  52 348]],"[[ 23.703125    23.10433468  13.52368952  30.28981855  62.92389113
   96.15675403 114.41985887 119.21018145 104.53981855 120.4077621
  146.75453629 165.91582661 165.31703629 168.90977823 169.50856855
  202.14264113 227.890625   249.74647177 274.89566532 289.56602823
  293.75756048 294.05695565 288.9672379  273.99747984 273.99747984
  262.32106855 263.21925403 255.13558468 254.53679435 203.9390121
  203.34022177 176.0952621  162.62247984 157.83215726 158.43094758
  154.83820565 148.85030242 147.95211694 140.16784274 139.56905242
  134.17993952 128.19203629 136.87449597 102.44405242  66.51663306
   38.97227823  14.72127016  12.92489919  18.3140121   18.3140121
    1.2484879   12.92489919  24.30191532  24.00252016]
 [ 45.91633065  39.92842742   4.00100806   3.7016129   42.62298387
   52.20362903  51.60483871  48.01209677  33.94052419  33.94052419
   52.20362903  52.80241935  49.80846774  49.80846774  53.40120968
   53.40120968  52.50302419  55.49697581  61.48487903  69.56854839
   73.46068548  78.55040323  80.94556452  85.7358871   89.62802419
   91.42439516 100.10685484 100.10685484  89.02923387  88.72983871
  100.70564516 102.80141129  95.91532258  95.0171371  104.89717742
  106.09475806 105.7953629   96.5141129   96.5141129   95.31653226
   98.01108871  95.31653226  88.72983871  87.2328629   80.04737903
   72.86189516  66.87399194  64.17943548  60.88608871  55.79637097
   39.62903226  38.73084677  44.71875     44.71875   ]]"
710,[[ 34 109  57 352]],"[[126.86693548 105.08467742  74.94758065  62.41532258  62.41532258
   43.91532258  42.4233871   44.51209677  30.78629032  24.52016129
   23.9233871    1.84274194   1.24596774  14.6733871   39.73790323
   59.43145161  61.81854839  68.68145161 105.68145161 166.85080645
  196.98790323 221.75403226 251.59274194 265.91532258 279.93951613
  281.13306452 294.56048387 294.85887097 289.48790323 278.14919355
  257.56048387 256.96370968 254.5766129  254.27822581 247.11693548
  245.625      186.84274194 185.05241935 190.72177419 176.69758065
  158.19758065 156.10887097 149.24596774 145.06854839 147.75403226
  138.50403226 137.90725806 129.25403226 126.86693548 126.86693548
  126.86693548]
 [ 61.17741935  61.17741935  57.          57.          54.01612903
   48.64516129  43.57258065  40.88709677  15.82258065  13.73387097
   11.34677419   5.37903226   3.58870968   2.39516129   6.87096774
    6.87096774  14.03225806  15.22580645  28.65322581  25.37096774
   23.28225806  20.59677419  19.7016129   19.40322581  24.77419355
   27.75806452  36.11290323  39.99193548  44.46774194  48.94354839
   51.33064516  54.61290323  56.10483871  63.56451613  63.26612903
   53.12096774  56.7016129   56.7016129   71.02419355  71.32258065
   71.91935484  75.7983871   75.7983871   72.21774194  66.5483871
   65.05645161  68.04032258  68.04032258  64.45967742  60.87903226
   60.87903226]]"
711,[[ 27 119  50 347]],"[[103.08770161  91.67237903  93.17439516  76.65221774  86.26512097
  144.54334677 171.5796371  205.82560484 237.66834677 259.59778226
  273.71673387 289.93850806 295.64616935 296.84778226 291.14012097
  277.62197581 269.81149194 269.51108871 265.60584677 265.60584677
  264.40423387 255.69254032 255.69254032 202.52116935 211.83366935
  209.13004032 192.00705645 173.38205645 172.48084677 165.87197581
  161.36592742 165.87197581 164.06955645 153.55544355 148.74899194
  148.74899194 155.95866935 155.95866935 151.75302419 147.24697581
  136.13205645 131.62600806 134.02923387 138.53528226 138.53528226
  122.61391129  86.56552419  61.33165323  16.27116935  16.27116935
   19.57560484   0.95060484  10.86391129  30.39012097  17.47278226
   33.09375     70.04334677 102.78729839 102.78729839]
 [ 42.79435484  34.38306452  29.27620968  18.46169355  18.16129032
   41.89314516  41.29233871  41.89314516  40.69153226  40.39112903
   42.49395161  50.90524194  55.1108871   61.11895161  64.4233871
   68.62903226  66.8266129   70.73185484  71.03225806  79.14314516
   84.25        84.25        67.42741935  68.62903226  72.53427419
   86.05241935  86.65322581  84.25        79.14314516  78.54233871
   82.44758065  88.45564516  91.45967742  92.66129032  89.05645161
   85.4516129   85.15120968  80.04435484  75.23790323  79.74395161
   80.34475806  77.94153226  73.43548387  73.43548387  71.33266129
   71.33266129  70.43145161  67.72782258  57.81451613  54.51008065
   50.00403226  38.58870968  37.98790323  45.19758065   1.6391129
    1.6391129   42.49395161  42.49395161  42.49395161]]"
712,[[ 32 151  54 351]],"[[135.53125    113.60181452  72.14616935  41.2046371   20.17641129
   18.37399194   1.25100806  15.36995968  27.38608871  17.77318548
   34.59576613  69.1421371   85.96471774  97.0796371  103.68850806
   89.26915323 104.58971774 138.83568548 167.07358871 203.42237903
  228.95665323 251.18649194 277.92237903 283.02923387 295.64616935
  296.24697581 291.14012097 272.81552419 272.81552419 260.19858871
  260.19858871 253.89012097 253.89012097 195.31149194 195.91229839
  192.00705645 159.56350806 157.16028226 149.65020161 146.94657258
  128.32157258 128.32157258 134.63004032 134.63004032]
 [ 98.9516129   98.65120968  90.23991935  81.52822581  71.91532258
   62.00201613  46.68145161  45.17943548  51.1875       2.22177419
    2.22177419  49.08467742  57.49596774  58.69758065  52.98991935
   39.17137097  39.17137097  61.7016129   60.5         62.60282258
   62.30241935  64.40524194  74.01814516  77.9233871   85.13306452
   89.93951613  93.24395161  98.9516129  104.35887097 104.35887097
  113.97177419 113.67137097 102.25604839 101.05443548 110.36693548
  114.57258065 114.57258065 118.47782258 119.07862903 114.27217742
  112.46975806 103.75806452  98.65120968  98.65120968]]"
713,[[ 28 113  53 349]],"[[137.77268145  74.89969758  61.42691532  58.13356855  53.64264113
   56.33719758   4.24243952   4.24243952  17.71522177  17.71522177
    1.2484879   15.91885081  62.32510081 108.73135081 199.44808468
  199.74747984 203.34022177 203.63961694 244.35735887 255.13558468
  268.9077621  287.76965726 295.25453629 295.85332661 293.45816532
  287.4702621  263.81804435 263.51864919 257.53074597 257.23135081
  192.56199597 191.96320565 165.31703629 156.33518145 156.03578629
  152.44304435 152.44304435 137.17389113 137.17389113 142.86239919
  142.56300403 135.97631048 135.97631048]
 [ 73.73891129  71.04435484  69.84677419  82.42137097  82.42137097
   69.24798387  56.6733871   52.78125     48.8891129   42.90120968
    2.78225806   1.58467742  46.19455645  45.89516129  46.49395161
   43.20060484  43.20060484  45.29637097  45.89516129  45.89516129
   47.99092742  55.47580645  62.0625      65.9546371   68.94858871
   69.24798387  70.14616935  83.91834677  84.21774194  70.14616935
   70.44556452  80.92439516  80.32560484  79.12802419  74.33770161
   74.03830645  85.41532258  85.11592742  79.12802419  79.12802419
   73.14012097  73.14012097  73.14012097]]"
